acc	gene	location	topology	both
E9Q2Z6	SMIM35	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q3UTD9	Smim15	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
A0A1B0GRQ0	SMIM36	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q78RX3	Smim12	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q62141	Sin3b	Nucleus		Nucleus
Q9CPR7	Sike1	Cytoplasm		Cytoplasm
Q9DAL0	Smim23	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
E9Q942	Smim13	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q0VG18	Smim24	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q61045	Sim1	Nucleus		Nucleus
A0A140LHV9	Smim27	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q60670	Sik1	Nucleus,Cytoplasm		Nucleus,Cytoplasm
E9Q6E9	Simc1			
Q8R043	Smim29	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q8BKH7	Mapkap1	Cytoplasmic vesicle,Nucleus,Cell membrane	Peripheral membrane protein	Cytoplasmic vesicle,Nucleus,Cell membrane,Peripheral membrane protein
Q61079	Sim2	Nucleus		Nucleus
Q3V2G4	Smim31	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
P46062	Sipa1	Endomembrane system,Nucleus,Cytoplasm,Perinuclear region	Peripheral membrane protein	Endomembrane system,Cytoplasm,Nucleus,Perinuclear region,Peripheral membrane protein
Q8R104	Sirt3	Mitochondrion matrix,Cytoplasm		Mitochondrion matrix,Cytoplasm
Q8BKJ9	Sirt7	Cytoplasm,Nucleus,Nucleoplasm,Nucleolus,Chromosome		Cytoplasm,Nucleus,Nucleoplasm,Nucleolus,Chromosome
Q60520	Sin3a	Nucleolus,Nucleus		Nucleolus,Nucleus
Q8K2C6	Sirt5	Cytosol,Mitochondrion,Nucleus,Cytoplasm		Cytosol,Mitochondrion,Nucleus,Cytoplasm
Q8C503	Sit1	Cell membrane	Single-pass type III membrane protein	Single-pass type III membrane protein,Cell membrane
Q8R216	Sirt4	Mitochondrion matrix		Mitochondrion matrix
Q8VDQ8	Sirt2	Centrosome,Growth cone,Cell projection,Cytoplasm,Cytoskeleton,Microtubule organizing center,Perikaryon,Nucleus,Perinuclear region,Myelin membrane,Centriole,Midbody,Chromosome,Spindle		Centrosome,Growth cone,Cell projection,Cytoplasm,Cytoskeleton,Microtubule organizing center,Perikaryon,Nucleus,Perinuclear region,Myelin membrane,Centriole,Midbody,Chromosome,Spindle
Q62232	Six2	Nucleus		Nucleus
P59941	Sirt6	Nucleus		Nucleus
Q62233	Six3	Nucleus		Nucleus
Q923E4	Sirt1	Mitochondrion,Nucleus,Cytoplasm,PML body		Mitochondrion,Nucleus,Cytoplasm,PML body
Q62231	Six1	Nucleus,Cytoplasm		Nucleus,Cytoplasm
O54926	Siva1	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q9CR46	Ska2	Cytoplasm,Cytoskeleton,Centromere,Kinetochore,Chromosome,Spindle		Cytoplasm,Cytoskeleton,Centromere,Kinetochore,Chromosome,Spindle
Q61321	Six4	Nucleus,Cytoplasm		Nucleus,Cytoplasm
A7XV14	Skint11	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
A7TZE6	Skint1	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
P70178	Six5	Nucleus		Nucleus
A7XUX6	Skint2	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
Q9D9Z1	Knstrn	Cytoplasm,Cytoskeleton,Microtubule organizing center,Centromere,Nucleus,Kinetochore,Spindle pole,Chromosome		Cytoplasm,Cytoskeleton,Microtubule organizing center,Centromere,Nucleus,Kinetochore,Spindle pole,Chromosome
Q9CPV1	Ska1	Cytoplasm,Cytoskeleton,Centromere,Kinetochore,Chromosome,Spindle		Cytoplasm,Cytoskeleton,Centromere,Kinetochore,Chromosome,Spindle
A7TZF0	Skint3	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
Q8C263	Ska3	Cytoplasm,Cytoskeleton,Centromere,Kinetochore,Chromosome,Spindle		Cytoplasm,Cytoskeleton,Centromere,Kinetochore,Chromosome,Spindle
A7TZF3	Skint4	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
A7XUY5	Skint5	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
Q9QZ28	Six6	Nucleus		Nucleus
A7XUZ6	Skint6	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
A7XV04	Skint7	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
A7XV07	Skint8	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
A7TZG3	Skint9	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
Q80YR3	Skida1			
Q3UUV5	Skap1	Nucleus,Cytoplasm,Cell membrane		Nucleus,Cytoplasm,Cell membrane
A7TZG1	Skint10	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
Q60698	Ski	Nucleus		Nucleus
Q3UND0	Skap2	Cytoplasm		Cytoplasm
Q60665	Skil			
Q8BX46	Skor1	Nucleus		Nucleus
Q9WTX5	Skp1			
Q8BUE1	Slc9a4	Basolateral cell membrane,Apical cell membrane,Zymogen granule membrane	Multi-pass membrane protein	Multi-pass membrane protein,Basolateral cell membrane,Apical cell membrane,Zymogen granule membrane
A7M7C7	Skor2	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q8C0X2	Slc9b1	Cilium,Flagellum membrane,Cell projection	Multi-pass membrane protein	Multi-pass membrane protein,Cilium,Flagellum membrane,Cell projection
Q9Z0Z3	Skp2	Nucleus,Cytoplasm		Nucleus,Cytoplasm
A2AQ25	Skt	Cytoplasm		Cytoplasm
Q5BKR2	Slc9b2	Endosome membrane,Synaptic vesicle membrane,Cell projection,Flagellum membrane,Secretory vesicle,Cilium,Cytoplasmic vesicle,Cell membrane,Basolateral cell membrane,Mitochondrion membrane	Multi-pass membrane protein	Endosome membrane,Multi-pass membrane protein,Synaptic vesicle membrane,Cell projection,Flagellum membrane,Secretory vesicle,Cilium,Cytoplasmic vesicle,Cell membrane,Basolateral cell membrane,Mitochondrion membrane
Q61165	Slc9a1	Cell membrane,Membrane,Endoplasmic reticulum membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane,Membrane,Endoplasmic reticulum membrane
Q09143	Slc7a1	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q8BLV3	Slc9a7	Golgi apparatus,Cell membrane,Recycling endosome membrane,Trans-Golgi network membrane	Multi-pass membrane protein	Multi-pass membrane protein,Golgi apparatus,Cell membrane,Recycling endosome membrane,Trans-Golgi network membrane
Q9D780	Slamf9	Membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Membrane
Q8R4D1	Slc9a8	Golgi apparatus membrane	Multi-pass membrane protein	Multi-pass membrane protein,Golgi apparatus membrane
Q6UJY2	Slc9c1	Cilium,Flagellum membrane,Cell projection	Multi-pass membrane protein	Multi-pass membrane protein,Cilium,Flagellum membrane,Cell projection
Q8BZ00	Slc9a9	Late endosome membrane	Multi-pass membrane protein	Multi-pass membrane protein,Late endosome membrane
Q68FF7	Slain1	Cytoskeleton,Cytoplasm		Cytoskeleton,Cytoplasm
G3X939	Slc9a3	Apical cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Apical cell membrane
Q91WV7	Slc3a1	Membrane	Single-pass type II membrane protein	Single-pass type II membrane protein,Membrane
Q60898	Sla	Endosome,Cytoplasm		Endosome,Cytoplasm
Q9QUM4	Slamf1	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q8CI08	Slain2	Cytoskeleton,Cytoplasm		Cytoskeleton,Cytoplasm
Q99LZ3	Gins4	Nucleus,Cytoplasm,Chromosome		Nucleus,Cytoplasm,Chromosome
Q18PI6	Cd84	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
P97440	Slbp	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q8R4L0	Sla2	Late endosome,Cytoplasmic vesicle,Cytoplasm,Cell membrane		Late endosome,Cytoplasmic vesicle,Cytoplasm,Cell membrane
Q9ET39	Slamf6	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q80TR4	Slit1	Secreted		Secreted
Q810C0	Slitrk2	Cell membrane,Membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane,Membrane
Q8BHK6	Slamf7	Membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Membrane
Q810B9	Slitrk3	Membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Membrane
Q9D3G2	Slamf8	Membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Membrane
Q8R3P9	Slf1	Centrosome,Cytoplasm,Microtubule organizing center,Cytoskeleton,Nucleus		Centrosome,Cytoplasm,Microtubule organizing center,Cytoskeleton,Nucleus
Q810B8	Slitrk4	Cell membrane,Membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane,Membrane
Q9R1B9	Slit2	Secreted		Secreted
P16043	Ghrh	Secreted		Secreted
Q6P9P0	Slf2	Nucleus		Nucleus
Q810B7	Slitrk5	Membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Membrane
Q8BHW9	Slfnl1			
Q9WVB4	Slit3	Secreted		Secreted
Q8C110	Slitrk6	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q8CBA2	Slfn5			
Q810C1	Slitrk1	Synapse,Secreted,Cell junction,Membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Secreted,Synapse,Cell junction,Membrane
B1ARD8	Slfn8	Cytoplasm		Cytoplasm
Q3URD3	Slmap	Centrosome,Cytoplasm,M line,Cytoskeleton,Microtubule organizing center,Z line,Sarcomere,Sarcolemma,Cell membrane,Myofibril	Single-pass type IV membrane protein	Centrosome,Cytoplasm,M line,Cytoskeleton,Microtubule organizing center,Single-pass type IV membrane protein,Z line,Sarcomere,Sarcolemma,Cell membrane,Myofibril
B1ARD6	Slfn9	Cytoplasm		Cytoplasm
D3YWJ0	Nuggc	Nucleus speckle		Nucleus speckle
Q9D8T7	Slirp	Mitochondrion,Nucleus		Mitochondrion,Nucleus
V9GXG1	Slfn14	Nucleus		Nucleus
P97430	Slpi	Secreted		Secreted
Q8CH25	Sltm	Nucleus		Nucleus
Q9Z0K7	Slurp1	Secreted		Secreted
O54988	Slk	Cytoplasm		Cytoplasm
Q8BHJ9	Slu7	Nucleus,Cytoplasm,Nucleus speckle		Nucleus,Cytoplasm,Nucleus speckle
P0DP59	Slurp2	Secreted		Secreted
Q8BX32	Slx1b	Nucleus		Nucleus
Q6P1D7	Slx4	Nucleus		Nucleus
Q9D7Y9	Slx4ip			
P58468	Slx9	Nucleolus,Nucleus		Nucleolus,Nucleus
Q9R0P4	Smap			
Q80XS6	Samd4b	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q8BJL0	Smarcal1	Nucleus		Nucleus
Q99KC7	Smagp	Cytoplasmic vesicle membrane,Cell membrane	Single-pass type III membrane protein	Single-pass type III membrane protein,Cytoplasmic vesicle membrane,Cell membrane
P70340	Smad1	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q8CG47	Smc4	Nucleus,Cytoplasm,Chromosome		Nucleus,Cytoplasm,Chromosome
P97454	Smad5	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q924W5	Smc6	PML body,Telomere,Nucleus,Nucleus speckle,Chromosome		PML body,Telomere,Nucleus,Nucleus speckle,Chromosome
Q91VZ6	Smap1	Cell membrane	Peripheral membrane protein	Cell membrane,Peripheral membrane protein
Q9CU62	Smc1a	Centromere,Nucleus,Chromosome		Centromere,Nucleus,Chromosome
Q8CEZ1	Smco1	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
P40694	Ighmbp2	Cell projection,Axon,Nucleus,Cytoplasm		Cell projection,Axon,Nucleus,Cytoplasm
Q9DA21	Smco2	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q7TN29	Smap2	Cytoplasm		Cytoplasm
Q8CG46	Smc5	PML body,Telomere,Nucleus,Chromosome		PML body,Telomere,Nucleus,Chromosome
Q9CW03	Smc3	Centromere,Nucleus,Chromosome		Centromere,Nucleus,Chromosome
O35182	Smad6	Nucleus		Nucleus
Q3UMB5	Smcr8	Cytoplasm,Presynapse,Synapse,Nucleus,Cell junction,Postsynapse		Cytoplasm,Presynapse,Synapse,Nucleus,Cell junction,Postsynapse
Q8BQM7	Smco3	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q920F6	Smc1b	Centromere,Nucleus,Chromosome		Centromere,Nucleus,Chromosome
Q6PGB8	Smarca1	Nucleus		Nucleus
Q9JMD1	Sfmbt1	Nucleus		Nucleus
Q62432	Smad2	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q5DTW2	Sfmbt2	Nucleus		Nucleus
O35253	Smad7	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q9JIS3	Smco4	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q9JIW5	Smad9	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q6DIC0	Smarca2	Nucleus		Nucleus
P62320	Snrpd3	Cytosol,Nucleus,Cytoplasm		Cytosol,Nucleus,Cytoplasm
Q8CG48	Smc2	Nucleus,Cytoplasm,Chromosome		Nucleus,Cytoplasm,Chromosome
Q8CBY1	Samd4a	Cell projection,Cytoplasm,Synapse,Cell junction,Dendrite,Synaptosome		Cell projection,Cytoplasm,Synapse,Cell junction,Dendrite,Synaptosome
Q5RJH6	Smg7	Nucleus,Cytoplasm		Nucleus,Cytoplasm
P62315	Snrpd1	Cytosol,Nucleus,Cytoplasm		Cytosol,Nucleus,Cytoplasm
Q8VE18	Smg8			
Q8K190	Saysd1	Cytoplasmic vesicle membrane	Single-pass membrane protein	Cytoplasmic vesicle membrane,Single-pass membrane protein
Q3TKT4	Smarca4	Nucleus		Nucleus
Q8BUN5	Smad3	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q9DB90	Smg9			
Q6JHY2	Muc19	Secreted		Secreted
P62317	Snrpd2	Cytosol,Nucleus,Cytoplasm		Cytosol,Nucleus,Cytoplasm
Q8BKX6	Smg1	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q3V0X1	Smim9	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q8C1Q6	Smim4	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q8BLY1	Smoc1	Extracellular matrix,Extracellular space,Secreted,Basement membrane		Extracellular matrix,Extracellular space,Secreted,Basement membrane
Q9QYZ6	Smok2a			
Q8BT42	Smim5	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q6ZPY2	Smg5	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q9QYZ3	Smok2b			
Q91ZW3	Smarca5	Nucleus,Chromosome		Nucleus,Chromosome
C0HKC8	Smok3a			
C0HKC9	Smok3b			
Q8CD91	Smoc2	Extracellular matrix,Extracellular space,Secreted,Basement membrane		Extracellular matrix,Extracellular space,Secreted,Basement membrane
A2KF29	Smoktcr			
Q5RKS2	Smim7	Membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Membrane
Q8C0V7	Stk-ps2			
Q9QYZ4	Smok1			
A0AUV4	Gm7168			
Q8C0N0	Gm4922			
P97471	Smad4	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q9CQQ0	Smim8	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
O54941	Smarce1	Nucleus		Nucleus
O09133	Smr2	Secreted		Secreted
Q6P5D8	Smchd1	Chromosome		Chromosome
O35982	Smr2	Secreted		Secreted
O35985	Smr2	Secreted		Secreted
O35979	Smr2	Secreted		Secreted
O35961	Smr2	Secreted		Secreted
P0C8K7	Smim1	Cell membrane	Single-pass type II membrane protein	Single-pass type II membrane protein,Cell membrane
Q80ZU4	Smim19	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q6P9Z1	Smarcd3	Nucleus		Nucleus
Q99K82	Smox	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q99PE5	Smim3	Membrane	Single-pass membrane protein	Membrane,Single-pass membrane protein
Q61900	Smr3a	Secreted		Secreted
Q9DC77	Smpx			
P97801	Smn1	Cell projection,Cytoplasm,Gem,Cajal body,Perikaryon,Nucleus,Axon,Z line,Sarcomere,Neuron projection,Cytoplasmic granule,Myofibril		Cell projection,Cytoplasm,Gem,Cajal body,Perikaryon,Nucleus,Axon,Z line,Sarcomere,Neuron projection,Cytoplasmic granule,Myofibril
Q2MH31	Smrp1	Cytoskeleton,Nucleus,Cytoplasm		Cytoskeleton,Nucleus,Cytoplasm
P97496	Smarcc1	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q8CI12	Smtnl2			
P56726	Smo	Cilium,Cell projection,Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cilium,Cell projection,Membrane
P60041	Sst	Secreted		Secreted
Q9D4B1	Sgms2	Golgi apparatus membrane,Cell membrane	Multi-pass membrane protein	Golgi apparatus membrane,Multi-pass membrane protein,Cell membrane
Q921U8	Smtn	Cytoskeleton,Cytoplasm		Cytoskeleton,Cytoplasm
Q6PDG5	Smarcc2	Nucleus		Nucleus
Q9CUN6	Smurf1	Cytoplasm,Cell membrane	Peripheral membrane protein	Cytoplasm,Cell membrane,Peripheral membrane protein
Q8BTK5	Smyd4	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q8VCQ6	Sgms1	Golgi apparatus membrane	Multi-pass membrane protein	Multi-pass membrane protein,Golgi apparatus membrane
Q99LM3	Smtnl1	Cytoplasm,M line,Nucleus,Myofibril,Sarcomere,I band		Cytoplasm,M line,Nucleus,Myofibril,Sarcomere,I band
Q3TYX3	Smyd5			
A2A5Z6	Smurf2	Membrane raft,Nucleus,Cytoplasm,Cell membrane		Membrane raft,Nucleus,Cytoplasm,Cell membrane
P28663	Napb	Membrane	Peripheral membrane protein	Membrane,Peripheral membrane protein
P97469	Snai2	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q9Z266	Snapin	Synaptic vesicle membrane,Cytoplasm,Secretory vesicle,Cytosol,Golgi apparatus membrane,Perinuclear region,Lysosome membrane,Cytoplasmic vesicle,Membrane	Peripheral membrane protein	Synaptic vesicle membrane,Cytoplasm,Secretory vesicle,Cytosol,Golgi apparatus membrane,Perinuclear region,Lysosome membrane,Cytoplasmic vesicle,Peripheral membrane protein,Membrane
Q3UKJ7	Smu1	Nucleus,Cytoplasm,Nucleus speckle		Nucleus,Cytoplasm,Nucleus speckle
P97443	Smyd1	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q04692	Smarcad1	Nucleus,Chromosome		Nucleus,Chromosome
Q6P5C5	Smug1	Nucleus		Nucleus
Q9QY31	Snai3	Nucleus		Nucleus
Q9CWZ7	Napg	Golgi apparatus,Membrane	Peripheral membrane protein	Golgi apparatus,Membrane,Peripheral membrane protein
Q9DB05	Napa	Cell membrane	Peripheral membrane protein	Cell membrane,Peripheral membrane protein
Q8R5A0	Smyd2	Cytosol,Nucleus,Cytoplasm		Cytosol,Nucleus,Cytoplasm
Q61466	Smarcd1	Nucleus		Nucleus
Q70E20	Sned1	Secreted		Secreted
Q02085	Snai1	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q9CWR2	Smyd3	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q99JR8	Smarcd2	Nucleus		Nucleus
O88816	Aanat	Cytoplasm		Cytoplasm
O55100	Syngr1	Melanosome,Cytoplasmic vesicle,Secretory vesicle,Synaptic vesicle membrane	Multi-pass membrane protein	Multi-pass membrane protein,Synaptic vesicle membrane,Secretory vesicle,Melanosome,Cytoplasmic vesicle
Q99ME3	Sncaip			
Q9CXL7	Snorc	Cytoplasm,Extracellular space,Secreted,Extracellular matrix,Membrane	Single-pass membrane protein	Cytoplasm,Extracellular space,Secreted,Extracellular matrix,Membrane,Single-pass membrane protein
Q8BIZ6	Snip1	Nucleus		Nucleus
Q9CZ28	Snf8	Endosome membrane,Nucleus,Cytoplasm,Late endosome membrane		Endosome membrane,Nucleus,Cytoplasm,Late endosome membrane
Q9ERB0	Snap29	Cell projection,Cytoplasm,Golgi apparatus membrane,Autophagosome membrane,Cytoplasmic vesicle,Cilium membrane	Peripheral membrane protein	Cell projection,Cytoplasm,Peripheral membrane protein,Golgi apparatus membrane,Autophagosome membrane,Cytoplasmic vesicle,Cilium membrane
O55101	Syngr2	Cytoplasmic vesicle,Cytoplasmic vesicle membrane,Secretory vesicle,Synaptic vesicle membrane	Multi-pass membrane protein	Multi-pass membrane protein,Synaptic vesicle membrane,Secretory vesicle,Cytoplasmic vesicle membrane,Cytoplasmic vesicle
O09044	Snap23	Synapse,Cell junction,Cell membrane,Synaptosome	Lipid-anchor,Peripheral membrane protein	Lipid-anchor,Synapse,Cell junction,Peripheral membrane protein,Cell membrane,Synaptosome
Q91XA5	Snapc2	Nucleus		Nucleus
Q9Z0H3	Smarcb1	Nucleus		Nucleus
P61807	Snn	Mitochondrion outer membrane	Single-pass membrane protein	Mitochondrion outer membrane,Single-pass membrane protein
Q78PY7	Snd1	Melanosome,Nucleus,Cytoplasm		Melanosome,Nucleus,Cytoplasm
Q8R191	Syngr3	Synaptic vesicle membrane,Secretory vesicle,Synapse,Cytoplasmic vesicle,Cell junction	Multi-pass membrane protein	Multi-pass membrane protein,Synaptic vesicle membrane,Secretory vesicle,Synapse,Cytoplasmic vesicle,Cell junction
Q9D2C9	Snapc3	Nucleus		Nucleus
Q9Z1L2	Syngr4	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
Q6PE01	Snrnp40	Nucleus		Nucleus
Q8R570	Snap47	Endomembrane system,Cytoplasm,Perinuclear region		Endomembrane system,Cytoplasm,Perinuclear region
Q80U23	Snph	Synapse,Cell junction,Membrane,Synaptosome	Single-pass membrane protein	Synapse,Cell junction,Synaptosome,Membrane,Single-pass membrane protein
Q8C9X1	Sntn	Cilium,Cell projection		Cilium,Cell projection
Q9D361	Snrnp48	Nucleus		Nucleus
Q8BP86	Snapc4	Nucleus		Nucleus
Q9WU12	Snurf	Nucleus		Nucleus
Q9CWT3	Snx10	Endosome membrane,Centrosome,Cytoplasm,Cytoskeleton,Microtubule organizing center	Peripheral membrane protein	Endosome membrane,Centrosome,Cytoplasm,Cytoskeleton,Microtubule organizing center,Peripheral membrane protein
Q8K0S9	Snapc1	Nucleus		Nucleus
Q99L88	Sntb1	Cytoplasm,Cytoskeleton,Sarcolemma,Cell junction,Cell membrane	Peripheral membrane protein	Cytoplasm,Cytoskeleton,Peripheral membrane protein,Sarcolemma,Cell junction,Cell membrane
Q8R2K7	Snapc5	Nucleus		Nucleus
Q8VDU5	Snrk	Nucleus		Nucleus
P60879	Snap25	Cytoplasm,Synapse,Perinuclear region,Cell junction,Cell membrane,Photoreceptor inner segment,Synaptosome	Lipid-anchor	Cytoplasm,Lipid-anchor,Synapse,Perinuclear region,Cell junction,Cell membrane,Photoreceptor inner segment,Synaptosome
Q8VIK1	Snrnp25	Nucleus		Nucleus
Q91WL6	Snx11	Endosome,Membrane	Peripheral membrane protein	Endosome,Membrane,Peripheral membrane protein
Q9Z315	Sart1	Nucleus		Nucleus
Q9D2Y5	Snx20	Early endosome membrane,Nucleus,Cytoplasm,Cell membrane	Peripheral membrane protein	Early endosome membrane,Cytoplasm,Nucleus,Cell membrane,Peripheral membrane protein
